article_id,sentence_id,sentence_text,start_char,end_char,label,technique,risk_score
article782086447,206,And how many other evil pastors is Francis still continuing to prop up in their active destruction of the Church!,41331,41444,1,"Loaded Language, Name Calling",65
article782086447,206,And how many other evil pastors is Francis still continuing to prop up in their active destruction of the Church!,41331,41444,1,"Loaded Language, Name Calling",65
article782086447,207,Francis is abdicating the mandate which Christ gave to Peter to confirm the brethren.,41445,41530,0,None,0
article782086447,208,"Indeed, by his action he has divided them, led them into error, and encouraged the wolves to continue to tear apart the sheep of Christ’s flock.",41531,41675,0,None,0
article782086447,209,"In this extremely dramatic moment for the universal Church, he must acknowledge his mistakes and, in keeping with the proclaimed principle of zero tolerance, Pope Francis must be the first to set a good example for cardinals and bishops who covered up McCarrick’s abuses and resign along with all of them.",41676,41981,1,General Persuasion,35
article782086447,209,"In this extremely dramatic moment for the universal Church, he must acknowledge his mistakes and, in keeping with the proclaimed principle of zero tolerance, Pope Francis must be the first to set a good example for cardinals and bishops who covered up McCarrick’s abuses and resign along with all of them.",41676,41981,1,General Persuasion,35
article782086447,210,"Even in dismay and sadness over the enormity of what is happening, let us not lose hope!",41982,42070,0,None,0
article782086447,211,We well know that the great majority of our pastors live their priestly vocation with fidelity and dedication.,42071,42181,0,None,0
article782086447,212,It is in moments of great trial that the Lord’s grace is revealed in abundance and makes His limitless mercy available to all; but it is granted only to those who are truly repentant and sincerely propose to amend their lives.,42182,42408,0,None,0
article782086447,213,"This is a favorable time for the Church to confess her sins, to convert, and to do penance.",42409,42500,0,None,0
article782086447,214,"Let us all pray for the Church and for the Pope, let us remember how many times he has asked us to pray for him!",42501,42613,0,None,0
article782086447,215,"Let us all renew faith in the Church our Mother: “I believe in one, holy, catholic and apostolic Church!”
Christ will never abandon His Church!",42614,42757,1,Exaggeration,40
article782086447,216,He generated her in His Blood and continually revives her with His Spirit!,42758,42832,0,None,0
article782086447,217,"Mary, Mother of the Church, pray for us!",42833,42873,0,None,0
article782086447,218,"Mary, Virgin and Queen, Mother of the King of glory, pray for us!",42874,42939,0,None,0
article782086447,219,"Rome, August 22, 2018
Queenship of the Blessed Virgin Mary
Official translation by Diane Montagna.",42940,43038,0,None,0
article782149225,0,"Muslim Leader Calls for Conquest of “America, Britain, Russia, France, and Italy”

Recently a Muslim spokesman in Tunisia named Said Khecharem, who is affiliated with the international pro-Sharia, pro-caliphate organization Hizb ut-Tahrir, declared (to delighted screams of “Allahu akbar” from his audience), that the “establishment of an Islamic state…requires the conquest of America, Britain, Russia, France, and Italy – Rome and other infidel lands will be conquered, Allah willing.”
According to the Middle East Media Research Institute (MEMRI), Khecharem also said: “After the laws of Allah were abandoned, and the heretic regimes were imposed on the Muslims, the most important thing to do is to restore the rule of the Muslims, through the Quran and the Sunna, in order to renew Islamic life and to deliver the Islamic message to the world.",0,848,0,None,0
article782149225,1,"My brothers, the implication of this today should be the establishment of an Islamic state over all the lands of the Muslims.”
﻿
take our poll - story continues below
Will Brett Kavanaugh be confirmed to the Supreme Court?",849,1071,0,None,0
article782149225,2,Will Brett Kavanaugh be confirmed to the Supreme Court?,1072,1127,0,None,0
article782149225,3,Will Brett Kavanaugh be confirmed to the Supreme Court?,1128,1183,0,None,0
article782149225,4,"* Yes, he will be confirmed.",1184,1212,0,None,0
article782149225,5,"No, he will not be confirmed.",1213,1242,0,None,0
article782149225,6,"Email *
Email This field is for validation purposes and should be left unchanged.",1243,1324,0,None,0
article782149225,7,Completing this poll grants you access to Freedom Outpost updates free of charge.,1325,1406,0,None,0
article782149225,8,You may opt out at anytime.,1407,1434,0,None,0
article782149225,9,You also agree to this site's Privacy Policy and Terms of Use.,1435,1497,0,None,0
article782149225,10,"And no call to restore the caliphate would be complete without a swipe at the Jews, whom the Qur’an designates (5:82) the worst enemies of the Muslims.",1498,1649,0,None,0
article782149225,11,"Khecharem predicted that “this will happen, of course, after the elimination of the filthy Jewish entity, and after liberation of the lands under direct colonization, like Kashmir and others.”
If Said Khecharem were a non-Muslim saying that Muslims needed to destroy “the filthy Jewish entity” and conquer America, Britain, Russia, France, and Italy, he would be accused of “Islamophobia” and “bigotry.” But no one will take any particular notice of this.",1650,2105,1,"Loaded Language, Fear Appeal, Exaggeration",80
article782149225,12,"They should, however.",2106,2127,0,None,0
article782149225,13,Khecharem is not some deluded fanatic raving on a Tunisian street corner.,2128,2201,0,None,0
article782149225,14,"He was speaking at Hizb ut-Tahrir’s International Caliphate Conference; although Hizb ut-Tahrir is banned in many countries, it still has an international presence, and recently held a conference in Chicago.",2202,2409,0,None,0
article782149225,15,Nor is the desire to establish a global caliphate limited to Hizb ut-Tahrir alone.,2410,2492,0,None,0
article782149225,16,"The word khalifa means “successor”; the caliph in Sunni Islamic theology is the successor of Muhammad as the military, political, and spiritual leader of the Muslims.",2493,2659,0,None,0
article782149225,17,"As I show in my book The History of Jihad From Muhammad to ISIS , the great caliphates of history, from the immediate post-Muhammad period of the “Rightly Guided Caliphs” to the Umayyads, Abbasids, and Ottomans, as well as other Islamic states, all waged relentless jihad warfare against non-Muslims, subjugating them under the rule of Islamic law and denying them basic rights.",2660,3038,0,None,0
